Regiao;UF;Ano;Tipo_homicidio;Qtd_homicidio;Taxa_homicidio
Nordeste;CE;1994;homicidios;636.0;9.59
Nordeste;CE;1994;homicidios_de_homens_por_armas_de_fogo;238.0;7.39
Nordeste;CE;1994;homicidios_de_jovens;308.0;16.77
Nordeste;CE;1994;homicidios_de_jovens_homens;284.0;32.1
Nordeste;CE;1994;homicidios_de_jovens_mulheres;22.0;2.31
Nordeste;CE;1994;homicidios_de_jovens_por_armas_de_fogo;123.0;6.7
Nordeste;CE;1994;homicidios_de_mulheres_por_armas_de_fogo;21.0;0.61
Nordeste;CE;1994;homicidios_homens;573.0;17.8
Nordeste;CE;1994;homicidios_mulheres;59.0;1.73
Nordeste;CE;1994;homicidios_por_armas_de_fogo;260.0;3.92
Nordeste;CE;1995;homicidios;845.0;12.59
Nordeste;CE;1995;homicidios_de_homens_por_armas_de_fogo;341.0;10.4
Nordeste;CE;1995;homicidios_de_jovens;424.0;22.81
Nordeste;CE;1995;homicidios_de_jovens_homens;406.0;45.4
Nordeste;CE;1995;homicidios_de_jovens_mulheres;18.0;1.87
Nordeste;CE;1995;homicidios_de_jovens_por_armas_de_fogo;195.0;10.49
Nordeste;CE;1995;homicidios_de_mulheres_por_armas_de_fogo;18.0;0.52
Nordeste;CE;1995;homicidios_homens;790.0;24.25
Nordeste;CE;1995;homicidios_mulheres;55.0;1.59
Nordeste;CE;1995;homicidios_por_armas_de_fogo;359.0;5.35
Nordeste;CE;1996;homicidios;885.0;13.0
Nordeste;CE;1996;homicidios_de_homens_por_armas_de_fogo;320.0;9.64
Nordeste;CE;1996;homicidios_de_jovens;443.0;24.31
Nordeste;CE;1996;homicidios_de_jovens_homens;405.0;45.72
Nordeste;CE;1996;homicidios_de_jovens_mulheres;36.0;3.844
Nordeste;CE;1996;homicidios_de_jovens_por_armas_de_fogo;192.0;10.32
Nordeste;CE;1996;homicidios_de_mulheres_por_armas_de_fogo;29.0;0.83
Nordeste;CE;1996;homicidios_homens;793.0;24.1
Nordeste;CE;1996;homicidios_homens_nao_negros;0.0;
Nordeste;CE;1996;homicidios_homens_negros;0.0;
Nordeste;CE;1996;homicidios_mulheres;84.0;2.41
Nordeste;CE;1996;homicidios_mulheres_nao_negras;0.0;
Nordeste;CE;1996;homicidios_mulheres_negras;0.0;
Nordeste;CE;1996;homicidios_nao_negros;0.0;
Nordeste;CE;1996;homicidios_negros;0.0;
Nordeste;CE;1996;homicidios_por_armas_de_fogo;351.0;5.15
Nordeste;CE;1997;homicidios;1026.0;14.83
Nordeste;CE;1997;homicidios_de_homens_por_armas_de_fogo;417.0;12.3
Nordeste;CE;1997;homicidios_de_jovens;495.0;29.63
Nordeste;CE;1997;homicidios_de_jovens_homens;462.0;59.5
Nordeste;CE;1997;homicidios_de_jovens_mulheres;33.0;3.69
Nordeste;CE;1997;homicidios_de_jovens_por_armas_de_fogo;250.0;13.21
Nordeste;CE;1997;homicidios_de_mulheres_por_armas_de_fogo;31.0;0.87
Nordeste;CE;1997;homicidios_homens;941.0;36.01
Nordeste;CE;1997;homicidios_homens_nao_negros;55.0;
Nordeste;CE;1997;homicidios_homens_negros;278.0;
Nordeste;CE;1997;homicidios_mulheres;85.0;2.39
Nordeste;CE;1997;homicidios_mulheres_nao_negras;7.0;
Nordeste;CE;1997;homicidios_mulheres_negras;20.0;
Nordeste;CE;1997;homicidios_nao_negros;62.0;
Nordeste;CE;1997;homicidios_negros;298.0;
Nordeste;CE;1997;homicidios_por_armas_de_fogo;448.0;6.47
Nordeste;CE;1998;homicidios;946.0;13.49
Nordeste;CE;1998;homicidios_de_homens_por_armas_de_fogo;457.0;13.3
Nordeste;CE;1998;homicidios_de_jovens;474.0;25.62
Nordeste;CE;1998;homicidios_de_jovens_homens;447.0;49.69
Nordeste;CE;1998;homicidios_de_jovens_mulheres;27.0;2.84
Nordeste;CE;1998;homicidios_de_jovens_por_armas_de_fogo;251.0;13.08
Nordeste;CE;1998;homicidios_de_mulheres_por_armas_de_fogo;26.0;0.72
Nordeste;CE;1998;homicidios_homens;889.0;25.68
Nordeste;CE;1998;homicidios_homens_nao_negros;97.0;
Nordeste;CE;1998;homicidios_homens_negros;305.0;
Nordeste;CE;1998;homicidios_mulheres;56.0;1.56
Nordeste;CE;1998;homicidios_mulheres_nao_negras;11.0;
Nordeste;CE;1998;homicidios_mulheres_negras;11.0;
Nordeste;CE;1998;homicidios_nao_negros;108.0;
Nordeste;CE;1998;homicidios_negros;316.0;
Nordeste;CE;1998;homicidios_por_armas_de_fogo;483.0;6.89
Nordeste;CE;1999;homicidios;1104.0;15.53
Nordeste;CE;1999;homicidios_de_homens_por_armas_de_fogo;497.0;14.3
Nordeste;CE;1999;homicidios_de_jovens;512.0;25.84
Nordeste;CE;1999;homicidios_de_jovens_homens;478.0;48.9
Nordeste;CE;1999;homicidios_de_jovens_mulheres;34.0;3.388
Nordeste;CE;1999;homicidios_de_jovens_por_armas_de_fogo;262.0;13.47
Nordeste;CE;1999;homicidios_de_mulheres_por_armas_de_fogo;31.0;0.85
Nordeste;CE;1999;homicidios_homens;1012.0;28.07
Nordeste;CE;1999;homicidios_homens_nao_negros;145.0;
Nordeste;CE;1999;homicidios_homens_negros;518.0;
Nordeste;CE;1999;homicidios_mulheres;91.0;2.5
Nordeste;CE;1999;homicidios_mulheres_nao_negras;19.0;
Nordeste;CE;1999;homicidios_mulheres_negras;34.0;
Nordeste;CE;1999;homicidios_nao_negros;164.0;
Nordeste;CE;1999;homicidios_negros;552.0;
Nordeste;CE;1999;homicidios_por_armas_de_fogo;528.0;7.43
Nordeste;CE;2000;homicidios;1238.0;17.19
Nordeste;CE;2000;homicidios_de_homens_por_armas_de_fogo;89.0;22.93
Nordeste;CE;2000;homicidios_de_jovens;620.0;29.35
Nordeste;CE;2000;homicidios_de_jovens_homens;577.0;54.67
Nordeste;CE;2000;homicidios_de_jovens_mulheres;43.0;4.07
Nordeste;CE;2000;homicidios_de_jovens_por_armas_de_fogo;340.0;16.09
Nordeste;CE;2000;homicidios_de_mulheres_por_armas_de_fogo;54.0;1.38
Nordeste;CE;2000;homicidios_homens;1131.0;30.18
Nordeste;CE;2000;homicidios_homens_nao_negros;182.0;15.6
Nordeste;CE;2000;homicidios_homens_negros;656.0;26.48
Nordeste;CE;2000;homicidios_mulheres;106.0;2.72
Nordeste;CE;2000;homicidios_mulheres_nao_negras;29.0;2.24
Nordeste;CE;2000;homicidios_mulheres_negras;51.0;1.96
Nordeste;CE;2000;homicidios_nao_negros;211.0;8.59
Nordeste;CE;2000;homicidios_negros;708.0;13.95
Nordeste;CE;2000;homicidios_por_armas_de_fogo;657.0;9.12
Nordeste;CE;2001;homicidios;1284.0;17.01
Nordeste;CE;2001;homicidios_de_homens_por_armas_de_fogo;120.0;22.55
Nordeste;CE;2001;homicidios_de_jovens;651.0;30.11
Nordeste;CE;2001;homicidios_de_jovens_homens;604.0;55.86
Nordeste;CE;2001;homicidios_de_jovens_mulheres;47.0;4.35
Nordeste;CE;2001;homicidios_de_jovens_por_armas_de_fogo;343.0;15.86
Nordeste;CE;2001;homicidios_de_mulheres_por_armas_de_fogo;43.0;1.08
Nordeste;CE;2001;homicidios_homens;1170.0;30.75
Nordeste;CE;2001;homicidios_homens_nao_negros;164.0;13.09
Nordeste;CE;2001;homicidios_homens_negros;638.0;26.12
Nordeste;CE;2001;homicidios_mulheres;114.0;2.88
Nordeste;CE;2001;homicidios_mulheres_nao_negras;21.0;1.52
Nordeste;CE;2001;homicidios_mulheres_negras;58.0;2.19
Nordeste;CE;2001;homicidios_nao_negros;185.0;7.04
Nordeste;CE;2001;homicidios_negros;696.0;13.68
Nordeste;CE;2001;homicidios_por_armas_de_fogo;638.0;8.45
Nordeste;CE;2002;homicidios;1445.0;18.88
Nordeste;CE;2002;homicidios_de_homens_por_armas_de_fogo;76.0;20.07
Nordeste;CE;2002;homicidios_de_jovens;729.0;32.97
Nordeste;CE;2002;homicidios_de_jovens_homens;669.0;60.46
Nordeste;CE;2002;homicidios_de_jovens_mulheres;60.0;5.43
Nordeste;CE;2002;homicidios_de_jovens_por_armas_de_fogo;422.0;19.09
Nordeste;CE;2002;homicidios_de_mulheres_por_armas_de_fogo;49.0;1.22
Nordeste;CE;2002;homicidios_homens;1320.0;34.2
Nordeste;CE;2002;homicidios_homens_nao_negros;126.0;10.31
Nordeste;CE;2002;homicidios_homens_negros;657.0;25.73
Nordeste;CE;2002;homicidios_mulheres;125.0;3.11
Nordeste;CE;2002;homicidios_mulheres_nao_negras;16.0;1.18
Nordeste;CE;2002;homicidios_mulheres_negras;48.0;1.77
Nordeste;CE;2002;homicidios_nao_negros;142.0;5.52
Nordeste;CE;2002;homicidios_negros;705.0;13.41
Nordeste;CE;2002;homicidios_por_armas_de_fogo;741.0;9.68
Nordeste;CE;2003;homicidios;1563.0;20.15
Nordeste;CE;2003;homicidios_de_homens_por_armas_de_fogo;93.0;20.45
Nordeste;CE;2003;homicidios_de_jovens;771.0;34.15
Nordeste;CE;2003;homicidios_de_jovens_homens;727.0;64.32
Nordeste;CE;2003;homicidios_de_jovens_mulheres;44.0;3.9
Nordeste;CE;2003;homicidios_de_jovens_por_armas_de_fogo;449.0;19.89
Nordeste;CE;2003;homicidios_de_mulheres_por_armas_de_fogo;46.0;1.13
Nordeste;CE;2003;homicidios_homens;1460.0;37.32
Nordeste;CE;2003;homicidios_homens_nao_negros;149.0;12.64
Nordeste;CE;2003;homicidios_homens_negros;708.0;26.37
Nordeste;CE;2003;homicidios_mulheres;103.0;2.53
Nordeste;CE;2003;homicidios_mulheres_nao_negras;10.0;0.79
Nordeste;CE;2003;homicidios_mulheres_negras;40.0;1.41
Nordeste;CE;2003;homicidios_nao_negros;159.0;6.52
Nordeste;CE;2003;homicidios_negros;748.0;13.58
Nordeste;CE;2003;homicidios_por_armas_de_fogo;846.0;10.9
Nordeste;CE;2004;homicidios;1582.0;20.12
Nordeste;CE;2004;homicidios_de_homens_por_armas_de_fogo;94.0;23.5
Nordeste;CE;2004;homicidios_de_jovens;826.0;35.92
Nordeste;CE;2004;homicidios_de_jovens_homens;774.0;67.19
Nordeste;CE;2004;homicidios_de_jovens_mulheres;52.0;4.53
Nordeste;CE;2004;homicidios_de_jovens_por_armas_de_fogo;524.0;22.79
Nordeste;CE;2004;homicidios_de_mulheres_por_armas_de_fogo;51.0;1.24
Nordeste;CE;2004;homicidios_homens;1459.0;36.82
Nordeste;CE;2004;homicidios_homens_nao_negros;125.0;10.05
Nordeste;CE;2004;homicidios_homens_negros;655.0;24.6
Nordeste;CE;2004;homicidios_mulheres;123.0;2.98
Nordeste;CE;2004;homicidios_mulheres_nao_negras;15.0;1.1
Nordeste;CE;2004;homicidios_mulheres_negras;44.0;1.58
Nordeste;CE;2004;homicidios_nao_negros;140.0;5.39
Nordeste;CE;2004;homicidios_negros;699.0;12.84
Nordeste;CE;2004;homicidios_por_armas_de_fogo;916.0;11.48
Nordeste;CE;2005;homicidios;1699.0;20.98
Nordeste;CE;2005;homicidios_de_homens_por_armas_de_fogo;72.0;23.57
Nordeste;CE;2005;homicidios_de_jovens;943.0;40.37
Nordeste;CE;2005;homicidios_de_jovens_homens;883.0;75.42
Nordeste;CE;2005;homicidios_de_jovens_mulheres;59.0;5.07
Nordeste;CE;2005;homicidios_de_jovens_por_armas_de_fogo;613.0;26.25
Nordeste;CE;2005;homicidios_de_mulheres_por_armas_de_fogo;66.0;1.58
Nordeste;CE;2005;homicidios_homens;1555.0;38.78
Nordeste;CE;2005;homicidios_homens_nao_negros;138.0;10.41
Nordeste;CE;2005;homicidios_homens_negros;715.0;27.31
Nordeste;CE;2005;homicidios_mulheres;143.0;3.42
Nordeste;CE;2005;homicidios_mulheres_nao_negras;16.0;1.12
Nordeste;CE;2005;homicidios_mulheres_negras;45.0;1.62
Nordeste;CE;2005;homicidios_nao_negros;154.0;5.62
Nordeste;CE;2005;homicidios_negros;760.0;14.11
Nordeste;CE;2005;homicidios_por_armas_de_fogo;1012.0;12.5
Nordeste;CE;2006;homicidios;1792.0;21.81
Nordeste;CE;2006;homicidios_de_homens_por_armas_de_fogo;79.0;16.25
Nordeste;CE;2006;homicidios_de_jovens;941.0;39.76
Nordeste;CE;2006;homicidios_de_jovens_homens;890.0;74.98
Nordeste;CE;2006;homicidios_de_jovens_mulheres;51.0;4.32
Nordeste;CE;2006;homicidios_de_jovens_por_armas_de_fogo;642.0;27.13
Nordeste;CE;2006;homicidios_de_mulheres_por_armas_de_fogo;43.0;1.02
Nordeste;CE;2006;homicidios_homens;1658.0;40.89
Nordeste;CE;2006;homicidios_homens_nao_negros;148.0;11.4
Nordeste;CE;2006;homicidios_homens_negros;907.0;33.58
Nordeste;CE;2006;homicidios_mulheres;134.0;3.17
Nordeste;CE;2006;homicidios_mulheres_nao_negras;17.0;1.21
Nordeste;CE;2006;homicidios_mulheres_negras;65.0;2.29
Nordeste;CE;2006;homicidios_nao_negros;165.0;6.13
Nordeste;CE;2006;homicidios_negros;972.0;17.56
Nordeste;CE;2006;homicidios_por_armas_de_fogo;1060.0;12.9
Nordeste;CE;2007;homicidios;1933.0;23.19
Nordeste;CE;2007;homicidios_de_homens_por_armas_de_fogo;80.0;13.42
Nordeste;CE;2007;homicidios_de_jovens;1066.0;44.55
Nordeste;CE;2007;homicidios_de_jovens_homens;1016.0;84.63
Nordeste;CE;2007;homicidios_de_jovens_mulheres;50.0;4.19
Nordeste;CE;2007;homicidios_de_jovens_por_armas_de_fogo;758.0;31.68
Nordeste;CE;2007;homicidios_de_mulheres_por_armas_de_fogo;43.0;1.01
Nordeste;CE;2007;homicidios_homens;1806.0;44.07
Nordeste;CE;2007;homicidios_homens_nao_negros;185.0;13.95
Nordeste;CE;2007;homicidios_homens_negros;1283.0;47.26
Nordeste;CE;2007;homicidios_mulheres;126.0;2.95
Nordeste;CE;2007;homicidios_mulheres_nao_negras;27.0;1.89
Nordeste;CE;2007;homicidios_mulheres_negras;84.0;2.95
Nordeste;CE;2007;homicidios_nao_negros;213.0;7.74
Nordeste;CE;2007;homicidios_negros;1367.0;24.59
Nordeste;CE;2007;homicidios_por_armas_de_fogo;1224.0;14.95
Nordeste;CE;2008;homicidios;2019.0;23.89
Nordeste;CE;2008;homicidios_de_homens_por_armas_de_fogo;88.0;20.93
Nordeste;CE;2008;homicidios_de_jovens;1131.0;46.87
Nordeste;CE;2008;homicidios_de_jovens_homens;1089.0;89.91
Nordeste;CE;2008;homicidios_de_jovens_mulheres;42.0;3.49
Nordeste;CE;2008;homicidios_de_jovens_por_armas_de_fogo;803.0;33.28
Nordeste;CE;2008;homicidios_de_mulheres_por_armas_de_fogo;48.0;1.11
Nordeste;CE;2008;homicidios_homens;1902.0;45.96
Nordeste;CE;2008;homicidios_homens_nao_negros;176.0;13.52
Nordeste;CE;2008;homicidios_homens_negros;1303.0;46.63
Nordeste;CE;2008;homicidios_mulheres;117.0;2.71
Nordeste;CE;2008;homicidios_mulheres_nao_negras;18.0;1.28
Nordeste;CE;2008;homicidios_mulheres_negras;74.0;2.55
Nordeste;CE;2008;homicidios_nao_negros;194.0;7.19
Nordeste;CE;2008;homicidios_negros;1377.0;24.17
Nordeste;CE;2008;homicidios_por_armas_de_fogo;1332.0;15.76
Nordeste;CE;2009;homicidios;2165.0;25.33
Nordeste;CE;2009;homicidios_de_homens_por_armas_de_fogo;116.0;24.22
Nordeste;CE;2009;homicidios_de_jovens;1196.0;49.29
Nordeste;CE;2009;homicidios_de_jovens_homens;1130.0;92.75
Nordeste;CE;2009;homicidios_de_jovens_mulheres;64.0;5.3
Nordeste;CE;2009;homicidios_de_jovens_por_armas_de_fogo;917.0;37.79
Nordeste;CE;2009;homicidios_de_mulheres_por_armas_de_fogo;68.0;1.56
Nordeste;CE;2009;homicidios_homens;2025.0;48.49
Nordeste;CE;2009;homicidios_homens_nao_negros;166.0;13.83
Nordeste;CE;2009;homicidios_homens_negros;1280.0;44.22
Nordeste;CE;2009;homicidios_mulheres;138.0;3.16
Nordeste;CE;2009;homicidios_mulheres_nao_negras;25.0;1.87
Nordeste;CE;2009;homicidios_mulheres_negras;80.0;2.6
Nordeste;CE;2009;homicidios_nao_negros;191.0;7.54
Nordeste;CE;2009;homicidios_negros;1360.0;22.82
Nordeste;CE;2009;homicidios_por_armas_de_fogo;1511.0;17.68
Nordeste;CE;2010;homicidios;2688.0;31.8
Nordeste;CE;2010;homicidios_de_homens_por_armas_de_fogo;122.0;40.16
Nordeste;CE;2010;homicidios_de_jovens;1494.0;61.41
Nordeste;CE;2010;homicidios_de_jovens_homens;1432.0;117.23
Nordeste;CE;2010;homicidios_de_jovens_mulheres;62.0;5.12
Nordeste;CE;2010;homicidios_de_jovens_por_armas_de_fogo;1219.0;50.11
Nordeste;CE;2010;homicidios_de_mulheres_por_armas_de_fogo;103.0;2.33
Nordeste;CE;2010;homicidios_homens;2515.0;59.72
Nordeste;CE;2010;homicidios_homens_nao_negros;272.0;21.29
Nordeste;CE;2010;homicidios_homens_negros;1600.0;56.03
Nordeste;CE;2010;homicidios_mulheres;173.0;3.92
Nordeste;CE;2010;homicidios_mulheres_nao_negras;27.0;1.89
Nordeste;CE;2010;homicidios_mulheres_negras;111.0;3.69
Nordeste;CE;2010;homicidios_nao_negros;299.0;11.08
Nordeste;CE;2010;homicidios_negros;1711.0;29.19
Nordeste;CE;2010;homicidios_por_armas_de_fogo;2057.0;24.35
Nordeste;CE;2011;homicidios;2792.0;32.73
Nordeste;CE;2011;homicidios_de_homens_por_armas_de_fogo;145.0;41.47
Nordeste;CE;2011;homicidios_de_jovens;1568.0;64.44
Nordeste;CE;2011;homicidios_de_jovens_homens;1485.0;121.54
Nordeste;CE;2011;homicidios_de_jovens_mulheres;83.0;6.85
Nordeste;CE;2011;homicidios_de_jovens_por_armas_de_fogo;1257.0;51.66
Nordeste;CE;2011;homicidios_de_mulheres_por_armas_de_fogo;119.0;2.67
Nordeste;CE;2011;homicidios_homens;2603.0;61.33
Nordeste;CE;2011;homicidios_homens_nao_negros;251.0;18.53
Nordeste;CE;2011;homicidios_homens_negros;1541.0;54.7
Nordeste;CE;2011;homicidios_mulheres;189.0;4.25
Nordeste;CE;2011;homicidios_mulheres_nao_negras;24.0;1.58
Nordeste;CE;2011;homicidios_mulheres_negras;106.0;3.6
Nordeste;CE;2011;homicidios_nao_negros;275.0;9.6
Nordeste;CE;2011;homicidios_negros;1647.0;28.59
Nordeste;CE;2011;homicidios_por_armas_de_fogo;2063.0;24.18
Nordeste;CE;2012;homicidios;3841.0;44.63
Nordeste;CE;2012;homicidios_de_homens_por_armas_de_fogo;160.0;53.19
Nordeste;CE;2012;homicidios_de_jovens;2329.0;95.88
Nordeste;CE;2012;homicidios_de_jovens_homens;2235.0;183.28
Nordeste;CE;2012;homicidios_de_jovens_mulheres;94.0;7.77
Nordeste;CE;2012;homicidios_de_jovens_por_armas_de_fogo;2031.0;83.61
Nordeste;CE;2012;homicidios_de_mulheres_por_armas_de_fogo;142.0;3.17
Nordeste;CE;2012;homicidios_homens;3621.0;84.68
Nordeste;CE;2012;homicidios_homens_nao_negros;223.0;17.88
Nordeste;CE;2012;homicidios_homens_negros;1811.0;61.12
Nordeste;CE;2012;homicidios_mulheres;219.0;4.89
Nordeste;CE;2012;homicidios_mulheres_nao_negras;26.0;1.81
Nordeste;CE;2012;homicidios_mulheres_negras;110.0;3.59
Nordeste;CE;2012;homicidios_nao_negros;249.0;9.28
Nordeste;CE;2012;homicidios_negros;1921.0;31.87
Nordeste;CE;2012;homicidios_por_armas_de_fogo;3135.0;36.43
Nordeste;CE;2013;homicidios;4473.0;50.95
Nordeste;CE;2013;homicidios_de_homens_por_armas_de_fogo;133.0;65.18
Nordeste;CE;2013;homicidios_de_jovens;2705.0;111.7
Nordeste;CE;2013;homicidios_de_jovens_homens;2558.0;210.44
Nordeste;CE;2013;homicidios_de_jovens_mulheres;147.0;12.19
Nordeste;CE;2013;homicidios_de_jovens_por_armas_de_fogo;2377.0;98.16
Nordeste;CE;2013;homicidios_de_mulheres_por_armas_de_fogo;200.0;4.43
Nordeste;CE;2013;homicidios_homens;4195.0;97.42
Nordeste;CE;2013;homicidios_homens_nao_negros;232.0;19.35
Nordeste;CE;2013;homicidios_homens_negros;2088.0;68.3
Nordeste;CE;2013;homicidios_mulheres;278.0;6.16
Nordeste;CE;2013;homicidios_mulheres_nao_negras;34.0;2.43
Nordeste;CE;2013;homicidios_mulheres_negras;125.0;4.08
Nordeste;CE;2013;homicidios_nao_negros;266.0;10.25
Nordeste;CE;2013;homicidios_negros;2213.0;35.78
Nordeste;CE;2013;homicidios_por_armas_de_fogo;3655.0;41.64
Nordeste;CE;2014;homicidios;4626.0;52.31
Nordeste;CE;2014;homicidios_de_homens_por_armas_de_fogo;162.0;61.21
Nordeste;CE;2014;homicidios_de_jovens;2831.0;117.31
Nordeste;CE;2014;homicidios_de_jovens_homens;2696.0;222.59
Nordeste;CE;2014;homicidios_de_jovens_mulheres;135.0;11.23
Nordeste;CE;2014;homicidios_de_jovens_por_armas_de_fogo;2484.0;102.94
Nordeste;CE;2014;homicidios_de_mulheres_por_armas_de_fogo;200.0;4.4
Nordeste;CE;2014;homicidios_homens;4341.0;100.14
Nordeste;CE;2014;homicidios_homens_nao_negros;251.0;21.28
Nordeste;CE;2014;homicidios_homens_negros;2362.0;76.87
Nordeste;CE;2014;homicidios_mulheres;285.0;6.27
Nordeste;CE;2014;homicidios_mulheres_nao_negras;25.0;1.77
Nordeste;CE;2014;homicidios_mulheres_negras;145.0;4.71
Nordeste;CE;2014;homicidios_nao_negros;276.0;10.68
Nordeste;CE;2014;homicidios_negros;2507.0;40.05
Nordeste;CE;2014;homicidios_por_armas_de_fogo;3795.0;42.92
Nordeste;CE;2015;homicidios;4163.0;46.75
Nordeste;CE;2015;homicidios_de_homens_por_armas_de_fogo;263.0;64.72
Nordeste;CE;2015;homicidios_de_jovens;2450.0;101.87
Nordeste;CE;2015;homicidios_de_jovens_homens;2350.0;194.7
Nordeste;CE;2015;homicidios_de_jovens_mulheres;100.0;8.35
Nordeste;CE;2015;homicidios_de_jovens_por_armas_de_fogo;2166.0;90.06
Nordeste;CE;2015;homicidios_de_mulheres_por_armas_de_fogo;166.0;3.63
Nordeste;CE;2015;homicidios_homens;3909.0;89.6
Nordeste;CE;2015;homicidios_homens_nao_negros;210.0;17.79
Nordeste;CE;2015;homicidios_homens_negros;2118.0;68.03
Nordeste;CE;2015;homicidios_mulheres;254.0;5.55
Nordeste;CE;2015;homicidios_mulheres_nao_negras;21.0;1.51
Nordeste;CE;2015;homicidios_mulheres_negras;154.0;4.94
Nordeste;CE;2015;homicidios_nao_negros;231.0;9.01
Nordeste;CE;2015;homicidios_negros;2272.0;35.82
Nordeste;CE;2015;homicidios_por_armas_de_fogo;3393.0;38.1
Nordeste;CE;2016;homicidios;3642.0;40.63
Nordeste;CE;2016;homicidios_de_homens_por_armas_de_fogo;298.0;51.51
Nordeste;CE;2016;homicidios_de_jovens;2102.0;87.66
Nordeste;CE;2016;homicidios_de_jovens_homens;1999.0;166.13
Nordeste;CE;2016;homicidios_de_jovens_mulheres;103.0;8.62
Nordeste;CE;2016;homicidios_de_jovens_por_armas_de_fogo;1794.0;74.82
Nordeste;CE;2016;homicidios_de_mulheres_por_armas_de_fogo;139.0;3.02
Nordeste;CE;2016;homicidios_homens;3424.0;78.01
Nordeste;CE;2016;homicidios_homens_nao_negros;195.0;17.01
Nordeste;CE;2016;homicidios_homens_negros;2363.0;73.47
Nordeste;CE;2016;homicidios_mulheres;218.0;4.73
Nordeste;CE;2016;homicidios_mulheres_nao_negras;14.0;1.02
Nordeste;CE;2016;homicidios_mulheres_negras;149.0;4.6
Nordeste;CE;2016;homicidios_nao_negros;209.0;8.32
Nordeste;CE;2016;homicidios_negros;2512.0;38.92
Nordeste;CE;2016;homicidios_por_armas_de_fogo;2908.0;32.44
Nordeste;CE;2017;homicidios;5433.0;60.23
Nordeste;CE;2017;homicidios_de_homens_por_armas_de_fogo;299.0;93.49
Nordeste;CE;2017;homicidios_de_jovens;3348.0;140.25
Nordeste;CE;2017;homicidios_de_jovens_homens;3146.0;262.58
Nordeste;CE;2017;homicidios_de_jovens_mulheres;202.0;16.987
Nordeste;CE;2017;homicidios_de_jovens_por_armas_de_fogo;3030.0;126.92
Nordeste;CE;2017;homicidios_de_mulheres_por_armas_de_fogo;282.0;6.08
Nordeste;CE;2017;homicidios_homens;5059.0;114.61
Nordeste;CE;2017;homicidios_homens_nao_negros;291.0;24.34
Nordeste;CE;2017;homicidios_homens_negros;4580.0;143.16
Nordeste;CE;2017;homicidios_mulheres;374.0;8.06
Nordeste;CE;2017;homicidios_mulheres_nao_negras;32.0;2.38
Nordeste;CE;2017;homicidios_mulheres_negras;325.0;9.89
Nordeste;CE;2017;homicidios_nao_negros;323.0;12.73
Nordeste;CE;2017;homicidios_negros;4905.0;75.64
Nordeste;CE;2017;homicidios_por_armas_de_fogo;4698.0;52.08
Nordeste;CE;2018;homicidios;4900.0;53.99
Nordeste;CE;2018;homicidios_de_homens_por_armas_de_fogo;302.0;89.65
Nordeste;CE;2018;homicidios_de_jovens;2812.0;118.44
Nordeste;CE;2018;homicidios_de_jovens_homens;2561.0;214.88
Nordeste;CE;2018;homicidios_de_jovens_mulheres;251.0;22.68
Nordeste;CE;2018;homicidios_de_jovens_por_armas_de_fogo;2532.0;106.64
Nordeste;CE;2018;homicidios_de_mulheres_por_armas_de_fogo;379.0;8.12
Nordeste;CE;2018;homicidios_homens;4425.0;99.71
Nordeste;CE;2018;homicidios_homens_nao_negros;341.0;27.96
Nordeste;CE;2018;homicidios_homens_negros;4051.0;129.44
Nordeste;CE;2018;homicidios_mulheres;475.0;10.17
Nordeste;CE;2018;homicidios_mulheres_nao_negras;47.0;3.33
Nordeste;CE;2018;homicidios_mulheres_negras;426.0;12.86
Nordeste;CE;2018;homicidios_nao_negros;388.0;14.75
Nordeste;CE;2018;homicidios_negros;4477.0;69.5
Nordeste;CE;2018;homicidios_por_armas_de_fogo;4204.0;46.32
Nordeste;CE;2019;homicidios;2417.0;26.47
Nordeste;CE;2019;homicidios_de_homens_por_armas_de_fogo;234.0;65.43
Nordeste;CE;2019;homicidios_de_jovens;1285.0;54.46
Nordeste;CE;2019;homicidios_de_jovens_homens;1179.0;99.52
Nordeste;CE;2019;homicidios_de_jovens_mulheres;106.0;9.74
Nordeste;CE;2019;homicidios_de_jovens_por_armas_de_fogo;1108.0;46.96
Nordeste;CE;2019;homicidios_de_mulheres_por_armas_de_fogo;159.0;3.38
Nordeste;CE;2019;homicidios_homens;2196.0;49.23
Nordeste;CE;2019;homicidios_homens_nao_negros;149.0;12.66
Nordeste;CE;2019;homicidios_homens_negros;2036.0;63.91
Nordeste;CE;2019;homicidios_mulheres;221.0;4.7
Nordeste;CE;2019;homicidios_mulheres_nao_negras;21.0;1.52
Nordeste;CE;2019;homicidios_mulheres_negras;199.0;5.87
Nordeste;CE;2019;homicidios_nao_negros;170.0;6.66
Nordeste;CE;2019;homicidios_negros;2235.0;33.99
Nordeste;CE;2019;homicidios_por_armas_de_fogo;1900.0;20.81
Nordeste;CE;2020;homicidios;3992.0;43.45
Nordeste;CE;2020;homicidios_de_homens_por_armas_de_fogo;262.0;9.47
Nordeste;CE;2020;homicidios_de_jovens;2344.0;99.8
Nordeste;CE;2020;homicidios_de_jovens_homens;2189.0;185.8
Nordeste;CE;2020;homicidios_de_jovens_mulheres;155.0;13.2
Nordeste;CE;2020;homicidios_de_jovens_por_armas_de_fogo;2123.0;90.39
Nordeste;CE;2020;homicidios_de_mulheres_por_armas_de_fogo;253.0;5.34
